I
1050 Generated by WorldEditor 1.6.0r1

111 -21.31942155  055.42687534
113 -21.31933092  055.42675472
110 2 0.00 0.0000 New Taxiway 51
111 -21.31935117  055.42716900
111 -21.31945241  055.42707740
111 -21.31952025  055.42716729
111 -21.31949746  055.42718664
111 -21.31950594  055.42719802
111 -21.31947520  055.42723045
111 -21.31946619  055.42721964
111 -21.31945718  055.42722818
111 -21.31948474  055.42727028
113 -21.31943969  055.42730214
110 2 0.00 0.0000 New Taxiway 50
111 -21.31962991  055.42688308
111 -21.31976042  055.42705268
111 -21.31958258  055.42720425
111 -21.31947497  055.42706087
111 -21.31946199  055.42707316
111 -21.31943680  055.42703875
113 -21.31945894  055.42701090
110 1 0.00 0.0000 New Taxiway 49
111 -21.32069021  055.42836455
111 -21.31975768  055.42710171
114 -21.31978801  055.42707056 -21.31978933  055.42706773
110 1 0.00 0.0000 New Taxiway 48
111 -21.31965744  055.42676900
111 -21.31952423  055.42688792
111 -21.31955325  055.42694172
111 -21.31948862  055.42698986
111 -21.31946225  055.42694880
111 -21.31935541  055.42702950
112 -21.31924726  055.42704508 -21.31920770  055.42698986
111 -21.31920506  055.42697712
111 -21.31924418  055.42695494
111 -21.31927320  055.42698845
111 -21.31961260  055.42671520
112 -21.31957567  055.42667273 -21.31953610  055.42667839
111 -21.31942400  055.42668264
112 -21.31936333  055.42671945 -21.31934354  055.42673927
111 -21.31933167  055.42675626
111 -21.31930134  055.42671237
111 -21.31935541  055.42666423
112 -21.31946356  055.42662176 -21.31951104  055.42661326
113 -21.31958227  055.42656937
110 2 0.00 0.0000 New Taxiway 47
111 -21.32021028  055.42781238
111 -21.32025226  055.42777483
111 -21.32028660  055.42782398
113 -21.32024081  055.42786085
110 2 0.00 0.0000 New Taxiway 46
111 -21.32002812  055.42745328
111 -21.32005420  055.42749084
111 -21.32003067  055.42751064
111 -21.32015279  055.42768270
111 -21.32017441  055.42766563
111 -21.32021576  055.42771001
111 -21.32002812  055.42785748
113 -21.31985576  055.42760145
110 2 0.00 0.0000 New Taxiway 45
111 -21.32018738  055.42844149
111 -21.32025992  055.42837306
111 -21.32010165  055.42813828
111 -21.32025662  055.42802029
111 -21.32019503  055.42791395
111 -21.32031455  055.42781776
111 -21.32071310  055.42837792
113 -21.32035832  055.42867360
110 2 0.00 0.0000 New Taxiway 44
111 -21.32085446  055.42870073
111 -21.32089995  055.42865237
111 -21.32096532  055.42873534
113 -21.32091453  055.42877991
110 2 0.00 0.0000 New Taxiway 43
111 -21.32080875  055.42845992
111 -21.32092368  055.42836363
111 -21.32113676  055.42864151
111 -21.32107506  055.42869136
111 -21.32104517  055.42865380
113 -21.32098665  055.42870296
110 2 0.00 0.0000 New Taxiway 49
111 -21.32004425  055.42744583
111 -21.32013072  055.42737503
111 -21.32031612  055.42763226
111 -21.32020913  055.42771250
111 -21.32014977  055.42769047
113 -21.32002373  055.42750797
110 2 0.00 0.0000 New Taxiway 47
111 -21.32039782  055.42793949
111 -21.32049103  055.42785925
111 -21.32062470  055.42804049
113 -21.32052621  055.42811979
110 2 0.00 0.0000 New Taxiway 46
111 -21.31980500  055.42664423
111 -21.31976614  055.42664073
112 -21.31973639  055.42660291 -21.31973486  055.42659800
111 -21.31974809  055.42656959
111 -21.31978219  055.42654337
111 -21.31980204  055.42657014
111 -21.31982494  055.42655265
111 -21.31980713  055.42652698
111 -21.31988295  055.42646416
113 -21.31992570  055.42653190
110 2 0.00 0.0000 New Taxiway 21
112 -21.31985539  055.42026039 -21.31990098  055.42030443 20
112 -21.31984172  055.42041861 -21.31981892  055.42043656 20
112 -21.31970648  055.42039578 -21.31965481  055.42033216 20
113 -21.31973839  055.42025060 20
110 3 0.00 0.0000 New Taxiway 20
111 -21.31965352  055.42610035
112 -21.31958568  055.42619553 -21.31956744  055.42623305
112 -21.31961911  055.42627709 -21.31966469  055.42628525
111 -21.31981209  055.42634560
111 -21.31973915  055.42642226
112 -21.31967989  055.42639780 -21.31963126  055.42637659
111 -21.31948235  055.42636028
111 -21.31938054  055.42626567
113 -21.31962366  055.42605495
110 2 0.00 0.0000 New Taxiway 19
111 -21.31891804  055.42692288
112 -21.31897116  055.42688158 -21.31897116  055.42688224
111 -21.31898826  055.42689862
111 -21.31901147  055.42687699
111 -21.31915437  055.42705726
111 -21.31911284  055.42709594
111 -21.31906948  055.42703956
111 -21.31904261  055.42705988
111 -21.31898582  055.42697598
111 -21.31901452  055.42695369
111 -21.31898460  055.42691174
113 -21.31893513  055.42694844
110 1 0.00 0.0000 New Taxiway 18
111 -21.31926465  055.42744132
111 -21.31912662  055.42726597
112 -21.31913295  055.42713412 -21.31915828  055.42710150
112 -21.31920513  055.42707159 -21.31922792  055.42707567
112 -21.31929757  055.42712460 -21.31930770  055.42714771
112 -21.31926718  055.42718441 -21.31926085  055.42720344
112 -21.31927224  055.42724015 -21.31927984  055.42724558
111 -21.31932923  055.42731083
111 -21.31930517  055.42734209
112 -21.31928617  055.42739103 -21.31928871  055.42740598
113 -21.31930390  055.42743045
110 2 0.00 0.0000 New Taxiway 17
111 -21.31919988  055.42669292
111 -21.31906006  055.42681564
111 -21.31896509  055.42670897
113 -21.31910755  055.42657493
110 1 0.00 0.0000 New Taxiway 16
111 -21.31932581  055.42674692
112 -21.31919566  055.42686114 -21.31917632  055.42687341
111 -21.31918599  055.42688851
111 -21.31924491  055.42695459
111 -21.31921501  055.42699518
111 -21.31911212  055.42687152
112 -21.31924930  055.42674503 -21.31926249  055.42673654
111 -21.31925722  055.42672898
111 -21.31920006  055.42669311
111 -21.31905217  055.42653415
111 -21.31906313  055.42651376
111 -21.31909454  055.42652131
111 -21.31918159  055.42645335
113 -21.31934428  055.42667235
110 2 0.00 0.0000 New Taxiway 15
111 -21.31924182  055.42621132
111 -21.31942121  055.42643032
111 -21.31929370  055.42653321
111 -21.31916180  055.42636141
111 -21.31918170  055.42634789
111 -21.31916994  055.42633021
111 -21.31920840  055.42629061
113 -21.31918994  055.42625757
110 2 0.00 0.0000 New Taxiway 14
111 -21.31923275  055.42620248
111 -21.31913516  055.42628547
111 -21.31901584  055.42611989
113 -21.31910817  055.42604594
110 2 0.00 0.0000 New Taxiway 72
111 -21.31896793  055.42581387
111 -21.31898920  055.42579630
111 -21.31900291  055.42581321
111 -21.31901743  055.42581453
112 -21.31907796  055.42576206 -21.31907878  055.42576228
111 -21.31916598  055.42587361
111 -21.31901781  055.42599853
111 -21.31893316  055.42588563
113 -21.31898659  055.42584056
110 2 0.00 0.0000 New Taxiway 71
111 -21.31907523  055.42575715
111 -21.31902418  055.42580311
111 -21.31900536  055.42577940
113 -21.31905740  055.42573537
110 2 0.00 0.0000 New Taxiway 70
111 -21.31905260  055.42572869
111 -21.31903563  055.42574515
111 -21.31900004  055.42570015
113 -21.31901784  055.42568412
110 3 0.00 0.0000 New Taxiway 52
111 -21.31939781  055.42698864
111 -21.31945400  055.42708081
111 -21.31935223  055.42716786
111 -21.31932573  055.42713031
113 -21.31928545  055.42706090
110 3 0.00 0.0000 New Taxiway 22
111 -21.32225949  055.42793117
111 -21.32378970  055.42978561
111 -21.32118926  055.43198793
113 -21.31969694  055.42999885
130 Airport Boundary
111 -21.31181705  055.41519312
111 -21.31156578  055.41478054
111 -21.31165071  055.41435572
111 -21.31212524  055.41395511
111 -21.31288606  055.41343794
111 -21.31332704  055.41395803
111 -21.31362920  055.41402670
111 -21.31411101  055.41459793
111 -21.31517126  055.41591863
111 -21.31594162  055.41624150
111 -21.31650000  055.41664656
111 -21.31667476  055.41706558
111 -21.31696874  055.41765464
111 -21.31767431  055.41787554
111 -21.31797810  055.41795969
111 -21.31797810  055.41898003
111 -21.31814469  055.41946390
111 -21.31931083  055.41956909
111 -21.32018299  055.41971636
111 -21.32041818  055.42025282
111 -21.32025159  055.42113641
111 -21.32000025  055.42210515
111 -21.32170537  055.42460447
111 -21.32533896  055.42932146
111 -21.32592695  055.43036535
111 -21.32615561  055.43085731
111 -21.32595341  055.43205161
111 -21.32469021  055.43292183
111 -21.32427908  055.43314005
111 -21.32274536  055.43243938
111 -21.32205940  055.43147160
111 -21.32116764  055.43211328
111 -21.31967691  055.43001160
111 -21.31991115  055.42887513
111 -21.31887391  055.42706451
111 -21.31889740  055.42680181
111 -21.31905193  055.42653446
111 -21.31915473  055.42634299
111 -21.31832370  055.42516125
111 -21.31638916  055.42218009
113 -21.31338639  055.41718971
120 Linear Feature 42
111 -21.32051562  055.42980563 1
115 -21.32053088  055.42982611
120 Linear Feature 41
111 -21.32060187  055.42987937 1
115 -21.32052936  055.42979334
120 Linear Feature 40
111 -21.32052995  055.42974228 1
115 -21.32061093  055.42983677
120 Linear Feature 39
111 -21.32057289  055.42976104 1
115 -21.32057320  055.42977323
120 Linear Feature 38
111 -21.32063025  055.42983447 1
111 -21.32057320  055.42976137 1
115 -21.32058639  055.42976302
120 Linear Feature 37
111 -21.32077720  055.43001323 1
111 -21.32076330  055.43001119 1
115 -21.32076346  055.43002307
120 Linear Feature 36
111 -21.32082208  055.43008501 1
115 -21.32076346  055.43001127
120 Linear Feature 35
111 -21.32066180  055.42994933 1
115 -21.32060684  055.42999750
120 Linear Feature 34
111 -21.32131399  055.42845411 20
112 -21.32134035  055.42867003 -21.32124539  055.42875497 20
111 -21.32033134  055.42952201 20
116 -21.32029969  055.42978025 -21.32038990  055.42989578
120 Linear Feature 33
111 -21.32138057  055.42839844 20
112 -21.32137336  055.42875720 -21.32117223  055.42893008 20
111 -21.32043157  055.42955598 20
112 -21.32039437  055.42975456 -21.32048230  055.42986664 20
115 -21.32077711  055.43025453
120 Linear Feature 32
111 -21.32176853  055.42899697 1
112 -21.32176062  055.42959161 -21.32194896  055.42984136 1
115 -21.32199644  055.42989912
120 Linear Feature 31
111 -21.32279212  055.42812499 1 101
116 -21.32352233  055.42819545 -21.32377941  055.42853306
120 Linear Feature 30
111 -21.32285544  055.42731544 1 101
112 -21.32278393  055.42813108 -21.32248993  055.42837133 1 101
115 -21.32072179  055.42990179
120 Linear Feature 29
111 -21.32272323  055.42747571 3 102
112 -21.32262047  055.42806963 -21.32238876  055.42832448 3 102
111 -21.32226552  055.42842578 3 102
111 -21.32175505  055.42886819 3 102
116 -21.32137027  055.42875254 -21.32122520  055.42848778
120 Linear Feature 28
112 -21.32335247  055.42831841 -21.32332968  055.42831596 3 102
112 -21.32277131  055.42833553 -21.32245224  055.42854104 3 102
111 -21.32243856  055.42855817 3 102
111 -21.32200966  055.42892546 3 102
112 -21.32192655  055.42954231 -21.32212893  055.42981240 3 102
115 -21.32220824  055.42991222
120 Linear Feature 27
111 -21.32217191  055.42879059 4 103
115 -21.32205112  055.42862422
120 Linear Feature 26
111 -21.32423928  055.43145093 4 103
115 -21.32416222  055.43134491
120 Linear Feature 25
111 -21.32376764  055.43176624 1 101
112 -21.32377239  055.43192254 -21.32381670  055.43198540 1 101
111 -21.32388793  055.43207885 1 101
112 -21.32406518  055.43207205 -21.32417281  055.43198880 1 101
112 -21.32410950  055.43184439 -21.32407152  055.43177983 1 101
112 -21.32403511  055.43163541 -21.32405569  055.43154707 1 101
115 -21.32409842  055.43148250
120 Linear Feature 24
111 -21.32472860  055.42978473 1 101
111 -21.32487674  055.43067365 1 101
112 -21.32478178  055.43089995 -21.32466023  055.43100393 1 101
111 -21.32409758  055.43148212 1 101
111 -21.32376849  055.43176683 1 101
112 -21.32360385  055.43172747 -21.32353737  055.43163403 1 101
111 -21.32349780  055.43156777 1 101
112 -21.32353896  055.43141146 -21.32360701  055.43134860 1 101
112 -21.32374629  055.43140636 -21.32380484  055.43144374 1 101
111 -21.32390772  055.43150151 1 101
116 -21.32408973  055.43148622 -21.32417361  055.43143185
120 Linear Feature 23
111 -21.32476160  055.43062117 3
115 -21.32467001  055.43063483
120 Linear Feature 22
111 -21.32475079  055.43054265 3
115 -21.32474125  055.43054334
120 Linear Feature 21
111 -21.32473171  055.43041361 3
115 -21.32471835  055.43041702
120 Linear Feature 20
111 -21.32471261  055.43028629 3
115 -21.32470245  055.43028661
120 Linear Feature 19
111 -21.32469393  055.43016358 3
115 -21.32468184  055.43016830
120 Linear Feature 18
111 -21.32465436  055.43004914 3
115 -21.32464117  055.43005504
120 Linear Feature 17
111 -21.32336009  055.43150565 3 102
111 -21.32369512  055.43122430 3 102
111 -21.32383186  055.43140534 3 102
112 -21.32409395  055.43140045 -21.32423981  055.43127812 3 102
111 -21.32477083  055.43082062 3 102
112 -21.32481373  055.43072284 -21.32481483  055.43068862 3 102
112 -21.32479174  055.43064851 -21.32477306  055.43063317 3 102
111 -21.32476537  055.43063317 3 102
111 -21.32471261  055.43026269 3 102
111 -21.32469612  055.43015768 3 102
115 -21.32464886  055.43003144
120 Linear Feature 16
111 -21.32514673  055.43068771 3 102
111 -21.32415306  055.43152688 3 102
112 -21.32414372  055.43178681 -21.32424976  055.43190914 3 102
111 -21.32428774  055.43196181 3 102
115 -21.32392512  055.43224812
120 Linear Feature 50
111 -21.32002284  055.42745724 20
111 -21.32004899  055.42749555 20
111 -21.32003079  055.42751002 20
112 -21.32015253  055.42768144 -21.32015253  055.42768106 20
111 -21.32017374  055.42766627 20
115 -21.32021014  055.42771444
120 Linear Feature 14
112 -21.32154285  055.42594104 -21.32153829  055.42594104 3 102
112 -21.32134913  055.42594838 -21.32124202  055.42605113 3 102
111 -21.32062895  055.42657713 3 102
112 -21.32061300  055.42685848 -21.32072239  055.42700527 3 102
111 -21.32120402  055.42765111 3 102
112 -21.32121086  055.42778077 -21.32115616  055.42782236 3 102
111 -21.32084621  055.42809392 3 102
112 -21.32073225  055.42804989 -21.32066388  055.42796181 3 102
115 -21.32016542  055.42728535
120 Linear Feature 13
112 -21.32130657  055.42560346 -21.32131053  055.42560488 3 102
112 -21.32128810  055.42581159 -21.32122744  055.42587105 3 102
111 -21.32050027  055.42649352 3 102
112 -21.32033408  055.42646633 -21.32025811  055.42639668 3 102
111 -21.32018663  055.42631253 3 102
115 -21.31991314  055.42654446
120 Linear Feature 12
111 -21.32135352  055.42585869 1 101
116 -21.32181485  055.42594393 -21.32202681  055.42622039
120 Linear Feature 11
111 -21.32132455  055.42528921 1 101
112 -21.32135189  055.42586169 -21.32109482  055.42607600 1 101
115 -21.32052033  055.42658591
120 Linear Feature 8
111 -21.32180842  055.42988058 3 102
111 -21.32167040  055.42968546 3 102
112 -21.32148710  055.42963899 -21.32141565  055.42970347 3 102
111 -21.32078570  055.43025721 3 102
111 -21.32071357  055.43031792 3 102
115 -21.32023126  055.42969087
120 Linear Feature 67
111 -21.31984168  055.42639179 1
116 -21.31995234  055.42637560 -21.31999631  055.42642657
120 Linear Feature 66
111 -21.31986020  055.42625938 1
112 -21.31984066  055.42639246 -21.31978020  055.42644031 1
115 -21.31963225  055.42657289
120 Linear Feature 65
111 -21.31956976  055.42589239 1
115 -21.32001470  055.42645604
120 Linear Feature 64
111 -21.31941881  055.42588637 1
116 -21.31954715  055.42586628 -21.31957820  055.42590725
120 Linear Feature 63
111 -21.31946239  055.42575994 1
112 -21.31941811  055.42588668 -21.31933618  055.42595605 1
115 -21.31932067  055.42596680
120 Linear Feature 62
111 -21.31929486  055.42562893 1
116 -21.31937119  055.42564925 -21.31940295  055.42568793
120 Linear Feature 61
111 -21.31929913  055.42555945 1
112 -21.31929486  055.42562828 -21.31926921  055.42564794 1
115 -21.31921058  055.42570301
120 Linear Feature 60
111 -21.31917333  055.42548603 1
116 -21.31923990  055.42548406 -21.31926066  055.42551028
120 Linear Feature 59
111 -21.31918066  055.42540933 1
112 -21.31917394  055.42548537 -21.31915013  055.42550766 1
115 -21.31909761  055.42555420
120 Linear Feature 58
111 -21.31904082  055.42534837 1
116 -21.31903715  055.42522840 -21.31897670  055.42515171
120 Linear Feature 57
111 -21.31914524  055.42536541 1
112 -21.31904326  055.42534837 -21.31899441  055.42539163 1
115 -21.31897670  055.42540933
120 Linear Feature 56
111 -21.31919776  055.42522447 1
116 -21.31914585  055.42536541 -21.31920265  055.42543883
120 Linear Feature 55
111 -21.31902078  055.42520856 1
115 -21.31956950  055.42589474
120 Linear Feature 54
111 -21.31919694  055.42522322 1
112 -21.31902072  055.42520849 -21.31894157  055.42510428 1
111 -21.31879799  055.42492339 1
112 -21.31870126  055.42492434 -21.31865377  055.42496681 1
115 -21.31861420  055.42500363
120 Linear Feature 53
111 -21.32092430  055.42788301 1
115 -21.32092842  055.42781472
120 Linear Feature 52
111 -21.32094962  055.42788902 1
115 -21.32095787  055.42789976
120 Linear Feature 51
111 -21.32094329  055.42798138 1
111 -21.32094962  055.42788775 1
115 -21.32094138  055.42789850
